#Particles  SpaceSize   TimeStep    TotalTime
2	4	1.000e-05	0.000516241
4	8	1.000e-05	0.001326498
8	16	1.000e-05	0.005075771
16	32	1.000e-07	0.018913438
32	64	1.000e-07	0.054853048
64	128	1.000e-07	0.195009915
128	256	1.000e-07	0.79910222
256	512	1.000e-07	3.329265822
512	1024	1.000e-07	13.827446708
1024	2048	1.000e-12	56.16748716
2048	4096	1.000e-12	226.51232401
