 # The Fitted Form 
  1.0559   9.27956
  1.1039   65.2175
  1.15189   98.7773
  1.19989   113.209
  1.24788   112.537
  1.29588   100.988
  1.34388   82.5745
  1.39187   60.8287
  1.43987   38.645
  1.48786   18.2194
  1.53586   1.05746
  1.58385   -11.9682
  1.63185   -20.5287
  1.67984   -24.7336
  1.72784   -25.0193
  1.77583   -22.0422
  1.82383   -16.5808
  1.87183   -9.45272
  1.91982   -1.44671
  1.96782   6.72768
  2.01581   14.4749
  2.06381   21.3334
  2.1118   26.9821
  2.1598   31.2375
  2.20779   34.0416
  2.25579   35.4445
  2.30379   35.583
  2.35178   34.6583
  2.39978   32.9127
  2.44777   30.6083
  2.49577   28.008
  2.54376   25.359
  2.59176   22.8808
  2.63975   20.7554
  2.68775   19.122
  2.73575   18.0749
  2.78374   17.6634
  2.83174   17.8955
  2.87973   18.7419
  2.92773   20.1428
  2.97572   22.0144
  3.02372   24.2564
  3.07171   26.7592
  3.11971   29.4108
  3.1677   32.1024
  3.2157   34.7339
  3.2637   37.2177
  3.31169   39.4817
  3.35969   41.4711
  3.40768   43.149
  3.45568   44.4961
  3.50367   45.51
  3.55167   46.2032
  3.59966   46.6012
  3.64766   46.7399
  3.69566   46.6631
  3.74365   46.4197
  3.79165   46.0618
  3.83964   45.6421
  3.88764   45.212
  3.93563   44.8206
  3.98363   44.5128
  4.03162   44.3295
  4.07962   44.3062
  4.12762   44.4737
  4.17561   44.8578
  4.22361   45.4797
  4.2716   46.3563
  4.3196   47.5008
  4.36759   48.9229
  4.41559   50.629
  4.46358   52.6228
  4.51158   54.9048
  4.55957   57.4725
  4.60757   60.3198
  4.65557   63.4371
  4.70356   66.8102
  4.75156   70.4203
  4.79955   74.2431
  4.84755   78.2488
  4.89554   82.4016
  4.94354   86.6599
  4.99153   90.9763
  5.03953   95.2986
  5.08753   99.5704
  5.13552   103.732
  5.18352   107.724
  5.23151   111.486
  5.27951   114.961
  5.3275   118.097
  5.3755   120.85
  5.42349   123.185
  5.47149   125.08
  5.51948   126.526
  5.56748   127.529
  5.61548   128.113
  5.66347   128.318
  5.71147   128.199
  5.75946   127.826
  5.80746   127.285
  5.85545   126.67
  5.90345   126.083
  5.95144   125.63
  5.99944   125.413
  6.04744   125.532
  6.09543   126.072
  6.14343   127.105
  6.19142   128.682
  6.23942   130.83
  6.28741   133.548
  6.33541   136.809
  6.3834   140.555
  6.4314   144.703
  6.4794   149.142
  6.52739   153.742
  6.57539   158.359
  6.62338   162.842
  6.67138   167.04
  6.71937   170.813
  6.76737   174.045
  6.81536   176.647
  6.86336   178.57
  6.91135   179.811
  6.95935   180.42
  7.00735   180.5
  7.05534   180.205
  7.10334   179.739
  7.15133   179.342
  7.19933   179.277
  7.24732   179.815
  7.29532   181.207
  7.34331   183.661
  7.39131   187.314
  7.43931   192.203
  7.4873   198.239
  7.5353   205.182
  7.58329   212.627
  7.63129   219.993
  7.67928   226.532
  7.72728   231.348
  7.77527   233.434
  7.82327   231.737
  7.87127   225.231
  7.91926   213.027
  7.96726   194.492
  8.01525   169.384
  8.06325   138.009
  8.11124   101.366
  8.15924   61.2817
  8.20723   20.5288
  8.25523   -17.1182
  8.30322   -46.8897
  8.35122   -63.1288
  8.39922   -59.5272
  8.44721   -29.5194
  8.49521   33.1336
  8.5432   133.547
  8.5912   274.682
 
